V1,V2,V3,V4,V5,V6,V7,period_cat,location,target_type
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,4,DE,Deaths
HZI-AgeExtendedSEIR,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
HZI-AgeExtendedSEIR,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,4,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,4,DE,Deaths
HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,RobertWalraven-ESG,4,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,MUNI-ARIMA,itwm-dSEIR,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,4,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,UMass-MechBayes,4,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,itwm-dSEIR,4,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,4,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,5,DE,Cases
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,5,DE,Cases
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
